,Time_submitted,Review,Rating,Total_thumbsup,Reply
26024,2022-05-03 22:03:08,"This app gets worse with every update. Increasingly clunky to use and really buggy. The play bar disappears all the time, the play symbol is gone all the time and it frequently crashes. I'm really close to cancelling my premium subscription.",2,1,
47764,2022-03-06 05:02:20,"I really want to like this app but it is so frustrating to use. For instance, songs in my queue get thrown out randomly and most recently my donwloads were deleted for no reason which was really annoying because then I couldn't listen to any music on my way to work. Spotify could be a great music app especailly with some of its cool features but it disappoints on so many occasions and is unusable at times.",1,27,
51101,2022-02-19 17:21:05,Playes atleast 15 suggested songs in a row and none of them are even close to the type of music you like plus you get an add after every like 3 songs and there can even be four at a time,1,0,
6287,2022-06-25 16:15:20,Nice Ad app u got der.😵‍💫😵‍💫,1,0,
41994,2022-03-26 15:53:01,Please do something about the shuffle. Its frustrating because i can't even play the song that i want,1,0,
30087,2022-04-23 15:39:29,Pls give back the old Spotify menu I can't even play the sounds that I want to play.,2,0,
48619,2022-03-02 06:39:56,"Who does Spotify say that I'm not connected to the internet even when I am? I'm forced to open and close the app multiple times until I can search a song. Edit: Yes it's still the same even after restarting my phone, changing my internet connection and even updating the app.",2,15,"Hey! Do you experience the same thing when trying to use the app on a different connection? We’d recommend trying another WiFi connection or through 3/4G. Also, we’d recommend restarting your device and see if that makes any difference. If that doesn’t help, you can reach out to our support team at https://bit.ly/2zhNwyX."
23387,2022-05-11 03:46:28,"Doesn't plays anything at all. Many singer's playlists are just empty. Tried restarting phone, logging out n in.. Not made for android!",1,0,
35674,2022-04-14 15:15:30,App constantly freezes or the play now section don't show. The music cuts out every do often. Never had so many problems recently it's frustrating to the point I'll look elsewhere for a subscription service,1,0,
26960,2022-05-01 07:56:54,Just one thing WHY ADD SONGS TO A PLAYLIST LIKE I CAN'T REMOVE THEM AND I JUST HAVE TO LISTEN TO SONGS I DON'T LIKE,1,1,
30719,2022-04-22 06:10:49,Slow app and more ads,1,0,
35094,2022-04-15 04:50:57,"Always says no internet connection whether you're connected to WiFi or cellular data. Pretty pathetic considering how popular it is. Even though I pay premium I prefer listening to the free version of souncloud, it's more reliable.",1,0,
35352,2022-04-14 21:09:17,This app has a very big flaw. Very often the playing track progress disappear and your phone just playing eternally till you restart.,2,0,
13096,2022-06-09 22:24:17,"The app doesn't work for me I've redownloaded it like 10 times,all to no avail It's not accepting my email and I've tried several other emails It keeps saying""something went wrong"" Please can you fix it?",1,0,
35609,2022-04-14 16:10:10,"The worst app for any listener! This app consistently doesn't work. I'm a music maniac who at any given time has between 1-200GB of music or more downloaded. Spotify doesn't like this. I find that whenever I get my library to the point where I'm happy with it, Spotify stops working almost entirely. Whenever I'm downloading a new album, the app becomes completely and literally unusable, and downloading an album can take up to ten minutes! Fix this broken app. I'm fed up.",1,13,
53932,2022-02-08 21:31:24,"Too many ads! Literally 3/4 ads after 1, maybe 2 songs. Sometimes 5, 6 ads! Didn't used to be that way. Is since Rogan controversy. Not sure why people who love music have to suffer because of this irresponsible Podcasters, but it seems we are. Lame.",2,2,
24936,2022-05-06 18:43:06,They shuffle songs that can be offensive in wording without your consent. Other things are good but that is a conflict of interest. Sorry not sorry Spotify.,2,0,
44763,2022-03-15 02:25:13,"I love Spotify, it is the absolute best. Alot of difficulties now, an I hate it",1,1,
17712,2022-05-28 01:04:56,"I can't listen to previews of songs anymore when I'm looking for music to add to my Playlist. This feature made it easier to find songs I liked, I don't understand why it was removed.",2,0,
1713,2022-07-05 22:16:09,"Spotify was best in the beggining, you can play any song you like and I believe to be add free, However like 1 month after download when I click a song It doesn't even even play the song I chose. I don't know if this happens with other people on Mobile however it is very annoying click a song only to hear something else.",2,0,
46604,2022-03-08 18:51:58,W*f is this Spotify...why it suddenly logout itself and not responding... literally this is insane you show us the add as Spotify is the best now where are your best services?...how it can suddenly logout...the party get stuck in the mid...I'm literally telling if anything happens to my playlist 🙂...better y'all fix this glitch....why we pay if we don't get the best of it!? Please fix the problem sooner☺️🙂,1,23,
43101,2022-03-22 17:00:35,"Paying to have ads removed is a lie. They'll still stuff podcasts and irrelevant recommends in your face. Everything is dedicated to showing you stuff people paid to have recommended to you. ⅓ Of my recommends is literally white noise because I once tried out 2 minutes of it for sleeping, playlists I'm not allowed to remove. I have to scroll through 2 pages of trash just so I can listen to what I want. Support says they are not going to let you change your homepage anytime soon. 💲💲💲🛐",2,4,
59021,2022-01-23 16:26:50,Got the replacement of Spotify I swear will never download Spotify again your adds really sucks. I don't understand why Spotify disturbs so much to its free customers.,1,0,
24484,2022-05-08 00:09:33,It's just horrible you can't even pick your liked songs without a song that was recommended to you it's horrible fix that also get fan-made songs off of this app it should only have actual real songs fix it or else I'm never going to be on Spotify again if you mind what I do I'm going to go download Apple music this the shop was useless like Sakura from Naruto,1,0,
39247,2022-04-09 00:53:02,Unsecure security threat! :( unfortunately everytime without fail I get a notice that someone has logged into my Spotify. No way I'm ever putting my payment information in for premium again this happens daily. Tired of changing my password just to have the same notice multiple times notifying me that someone from another country has logged in again. If you want to keep your customers enable Spotify to play my paid for music on any platform and please fix security.,1,0,
53440,2022-02-10 17:20:10,How many commercials are you going to put in a row? Never using this app again. Greedy AF.,1,1,
30747,2022-04-22 04:49:36,"2 weeks with the same problem of the ""now playing"" bar disappeared...",1,0,
39711,2022-04-06 20:30:43,"Great app, but the downloads are being weird. I have it set to download music to my SD card which has almost 200gb so plenty of space for music. But when I download the playlist it gives me storage errors saying my phone itself is running low on space.",2,0,
8639,2022-06-20 12:57:20,Keeps crashing and won't play my downloaded episodes without my data being on. Which defeats the purpose,1,0,
37473,2022-04-12 19:16:10,"Lots of errors after most recent update. Randomly jumps to a different playlist when I lock my phone. Can't always control from lock screen or headphones. Have to completely close app to get music to stop playing. I logged out and reinstalled the app, no changes.",1,0,
54760,2022-02-06 04:02:45,"So much ads are there and when you wanna buy subscription,this is not happening and also if you email them to help in buying subscription than its just like who cares ,,,",1,0,
51933,2022-02-16 15:59:53,"I have been using the app for 2 years but this new update has erased all my data after i reset my phone. At first i wasent even able to login properly, and now all my data is erased. Like, yesterday i added a song in my english playlist and in my liked songs, and today it is gone from the liked playlist and only my english playlist is left. I can't even see my hindi or punjabi and other playlist. It was like i just made an account and made an english playlist with 100 songs before hand. Fix plz",2,499,
19095,2022-05-23 20:40:09,"I really like go to sleep with Spotify Add to sleep timer these two options please : - custom time(any time that I choose, 8min 18min, 8hour etc) - to end of the album",1,0,
36882,2022-04-13 11:20:57,"This app has got pathetic.Iam was premium membership user.As soon as my membership finished,the app has started to show its true colors.The pause and play button or the skip button just dosent appear now.I have to restart my phone every time while just to listen to the songs.GREAT BUSINESS TACTICS FOR FREE MEMBERSHIP(Especially after you leave PREMIUM!!)",1,0,
38119,2022-04-12 00:48:43,Hello I'm here to update my review from last year. This app is still trash. Android is the stepchild of your development team ... No play back bar and stuttering playback. Can you please get it together or suggest to me a music streaming service that works better? I'm sick of paying for a half developed app.,1,2,
9851,2022-06-17 16:38:51,Irritating App with Ads in between at irrelevent timings. Wont recommend..,1,0,
54141,2022-02-08 05:54:09,"Everything was fine the music quality search results but the thing I don't like is yhe 6 skip/h and can't play music from search we must have to add it to playlist and can't even change the music after the 6 skip end,. Hope there will be a option in future that we acn play music without adding in our playlist and can direct olay music from any creator's playlist (Im not saying i don't like Spotify i use it on desktop but the mobile app is Weard)",1,0,
6278,2022-06-25 16:40:09,Constantly opens the media controls in quick setting whenever I connect any BT device. This shouldn't even autostart let alone start playing,1,0,
2936,2022-07-03 04:31:49,I try putting a song but it shuffles and puts a different one,2,0,
15983,2022-06-01 13:18:53,"Like another reviewer has said, lately Spotify has not been working well. The function to pause or stop what's playing disappears and the only thing I can do is uninstall the app to stop what's playing. Very annoying.",2,0,
33961,2022-04-16 23:31:00,"Seriously, what is going on with this app lately? It either crashes or I have to force close the app in order to get it to stop playing. First time ever having to deal with this issue. Will edit review back to positive rating once these issues are resolved by the developers",1,2,
6124,2022-06-26 02:32:05,It keeps taking over my phone and car and auto playing stuff. Even though I turned autoplay off it continues to insist on autoplaying stuff and overriding SiriusXM 8n the car,1,0,
31855,2022-04-20 16:15:37,"Has become really buggy all of a sudden. Has been breaking at random for a little over a week, and updating only fixed it for roughly four days. The app will not correctly display which song is playing IF it even displays one at all. Cannot seem to find the cause of the problem.",2,37,
47123,2022-03-08 18:26:17,It keeps logging me out for no reason and won't let me back into my account. Spotify needs to figure out this issue.,1,0,
46484,2022-03-08 18:58:02,Aaahh its so irritating .. Today suddenly this app want me to login .. And i tried so many times in difrrent ways but am not able to login .. Dude plz fix this issue 😒,1,0,
22444,2022-05-13 23:57:27,"The last update came threw and nothing but problems. It has like over 1000 songs on its own, it plays 2 mins of a song and moves on to a completely difrent genre of music. Note10 user",1,0,
42921,2022-03-23 02:47:22,"I just did my payment for premium, but got nothing. My money is gone but I didn't get premium either",1,1,
21666,2022-05-16 06:34:05,There is a lot of ad,2,1,
38084,2022-04-12 02:06:00,I love the variety of music and podcasts on here but this app on my android continually force closes without warning. Half the time the music bar with the play button doesnt appear and I can see / control what is playing beyond shuffle and I pay for premium. Very frustrating.,2,1,
44222,2022-03-17 18:04:59,At first it was working fine but for the last few weeks it automatically stops working and shuts down itself is really don't know what's the problem with this app,1,0,
19934,2022-05-21 05:46:16,"love spotify, but I have problems with the app crashing like others. also, the ads are horrible. if you watch an ad to get 30 minutes with none you usually get one after like 2 songs.",2,0,
8609,2022-06-20 14:12:45,I put my liked songs on shuffle and it plays the same 30 songs on a loop.,1,0,
2009,2022-07-05 07:45:16,Option of being able to just hide specific recommendation is just gone?!,2,0,
1718,2022-07-05 21:48:50,"It just stops playing music and podcast it will work for a song or two or 10 minutes into a podcast then it just stops, play bar is going like you just started the app up, doesn't remember that played a song or where it stopped in song or podcast. Then you have to go back in the app find where you stopped hearing the content. Got full bars, 5G unlimited plan no where near the ramp down limit so it's not that. Pandora and utube music play just fine. Starting to wonder why I pay for this when it",2,2,
43600,2022-03-20 11:06:43,"Shittify. If you search and want to hear a song, they start another song but not that exact song you wanna hear.",1,1,
47527,2022-03-07 09:23:33,"I dont know why, i paid 2 times today by credit card, first report was failed but i have notification that i had already paid, second times i paid by my card number. But till bow my spotify is still free account, not premium. Please fix this...",2,1,
38297,2022-04-11 18:11:11,Last few updates have been garbage. Hard to justify to keep premium when you can't listen to your music half of the time.,1,1,
12396,2022-06-11 16:34:53,"I keep trying to cancel my sub but you can't through the app and it won't let me from web browser because of it being glitchy. Hmm image that, the app only has problems when you want to CANCEL... 🧐 you should just make it easier for your customer to cancel if they want through the app.",1,1,
29731,2022-04-24 12:16:54,The app simply didn't play songs I selected to listen to. It played others I didn't select.,2,0,
50021,2022-02-24 05:19:09,"Just why? When I click on a playlist it just plays random songs that aren't even related to the artist. This hasn't happened to me in all of the years of using spotify, until now. You can't even preview songs in a playlist anymore you can only see the names. They have also for some reason removed the go back to last song played button, you can now only skip or pause, and even worse the button is STILL THERE meaning that they just won't let me use it. Just what the heck happened Spotify?",2,120,
59387,2022-01-22 05:11:00,"I am a premium user, everytime phone restarts it changes storage location from sd card to internal and redownloads 3000 songs. Fix your sh1tty app you money-hungry lazy Devs. If any Dev's gonna reply to my comment, don't even think about asking me to change my default storage location.",1,12,
26129,2022-05-03 15:37:45,"There is no way to stop it from asking for Bluetooth control. ""Maybe later"" is not alternative to ""no"".",1,0,
52289,2022-02-15 06:59:30,Good search engine fir music can usually find whatever I'm looking for but lately thus apps pissing me offhalfway through my playlists or sooner I get kicked out of the app halfway through a song most times leaving me to restart the app and start the song I was listening to from the beginning again if it's not fixed soon ill be canceling my subscription and going elsewhere. I've been with these guys for years and it'll suck having to start from scratch but I can't do this especially driving,2,6,
8113,2022-06-21 16:19:46,"I only use this app for podcasts. Otherwise, it's useless. It never sticks to the albums I select and often plays songs that aren't my playlists. And I hate that the desktop version only plays two songs between ads. I'm better off listening to music on YouTube. At least those ad breaks are short and skippable.",2,4,
60916,2022-01-11 23:57:31,"Application is getting worse, even premium. Songs stop playing randomly, screens doesn't show the current song.",1,2,
48399,2022-03-03 04:28:29,Lately I've been getting a notif that Spotify is not working. I check it and the app is frozen. I have to close and reopen the app to resume my music lol,2,0,
55531,2022-02-03 19:13:41,Spotify trolling with users. This app is overrated for an unpaid users. Ads Played guaranteed 30mints play time but instead Played 3-4ads for 2-4songs. Need to be underrated.,1,0,
38377,2022-04-11 15:37:12,"Awful app. Constant crashes, slow load times even on wifi or downloaded songs. Sort it out, Spotify. Samsung G Note 10+, latest security update.",1,0,
22885,2022-05-12 18:42:25,"It was a great app until they decided to squeeze the play and skip buttons as far left as possible. There was nothing wrong with the old balanced design. I am right handed and have a large phone, it's now very impractical to use Spotify. Not to mention it looks horrendous. It doesn't look intentional, it looks more like somebody broke the interface, it really does look that bad.",2,173,
33236,2022-04-18 11:26:23,"It was good up until the last 3 weeks. Nothing but skipping. What's the point? It's like a cd from the 80s, scratched.",1,1,
61225,2022-01-07 17:30:01,"It's good but rather than commercial ads you ppl just annoy me with your own premium ads ... actual ads are kind of okay but you are shouting out too much for premium membership. Even if i become multimillionaire , I won't buy premium membership. Just because , you ppl annoyed me enough. I am using my own data which is good enough for me to stream everyday music online what's wrong in that , anyway I have recharge for costly unlimited packs.why should I buy premium ?",2,433,
1138,2022-07-07 04:18:31,"I love Spotify and all the music it brings me, but recently I've experienced trouble using the lock screen widget (it no longer exists), so I tried uninstalling and reinstalling the app, now the app won't even open!",1,1,
21299,2022-05-17 05:29:36,"Well the music and algorithms were great. Now liked songs are gone from phone and won't play music. Says Playlist are empty, but everything exists on PC version. Been days, of long depressing songless drives to work, ugh. Please fix this.",1,0,
57154,2022-01-29 18:11:10,"Customer service for such a large company should not be down. Also, the fact that you're unable to report disinformation taking place on podcast, is unacceptable for such a large platform.",1,2,
51183,2022-02-19 10:14:57,Such a glitch ridden app! Sometimes it works. Sometimes it'll just stop working. Sometimes you have no ability to pause the podcast you're listening too. Sometimes it won't open.,2,6,
16486,2022-05-31 02:26:06,Seems frequently anymore nothing wants to play i get no sound from spotify but all my other apps work just fine that I dont pay a monthly subcription to! I even tried before and after the update nothing!,2,2,
19277,2022-05-23 10:36:48,If u r not a premium user don't download it at all...it will irritate u with adds ...,2,0,
51748,2022-02-17 07:46:38,Keeps freezing & cutting out when I'm listening to the music on Spotify,1,0,
32097,2022-04-20 09:30:47,"I listen almost exclusively to sports podcasts, and the app constantly stops streaming when an ad pops up on the app screen, even when the app is only playing in the background. I'm moving back to Podbean.",1,0,
51267,2022-02-19 02:04:29,Once I'm offline for a while my music dissapears and I can't listen to anything until I go back online.,2,0,
4765,2022-06-29 03:19:30,I had to switch accounts due to a mistake. Now after I logged out the app won't even load! I've done everything possible 5 times over & nothing will get the app to load.,1,0,
12437,2022-06-11 14:24:56,"After 2 or 3 songs, it will suddenly stop playing!",1,0,
40807,2022-04-01 09:31:17,The ads are totally annoying. They come up every 2minutes or so. 👎,1,0,
25262,2022-05-06 00:19:25,It keeps adding songs that I don't like to my playlists,1,2,
57229,2022-01-29 14:26:39,Spotify's lack of consciousness and utter disregard for decency is appalling!,1,5,
49877,2022-02-24 20:46:34,"Apps been progressively getting worse, constantly crashing, playing when phone and app is closed. Have to constantly uninstall and reinstall to fix bugs.",1,0,
31095,2022-04-21 14:43:39,"Dude I've been on Spotify for God knows how many years, y'all have done me a lot of good, but the 5 ads between every single song is ridiculous. I'm seriously considering deleting it. Not to mention you also do not pay the artists for the money you make off their songs, which is against copyright laws. Honestly I may just delete",2,0,
46656,2022-03-08 18:49:50,"Newest update has made it so the app won't load. Also, why would I want to keep paying for premium when I only get to make 1/4 the decisions on what I want to listen to or download etc etc etc? It's called premium, not a special feature trial... payment issues, downloaded songs no longer being available/needing to be redownload multiple times, and now I just got signed out in the middle if listening to music. FIX YOUR ISSUES OR GET SUED.",1,11,
47070,2022-03-08 18:29:57,"great service, one of the worst apps I've ever used. constant network issues (that no other app seems to notice), freezes, prompts me to log in for no reason - and I can't because of course there are network issues, but only for Spotify as usual. I am hopeful with every update that it will get better, but keep getting disappointed.",2,9,
48785,2022-03-01 13:39:06,Whenever i try to play the songs that i like i donot know why it starts to play random song that i don't even know.Kindly fix this,2,0,
48986,2022-02-28 16:54:28,With every update the ui has gotten less user friendly. Also there is no way to get to your playlist raidos now with this past update without a long press on your playlist then selecting the station. Ux has been going down hill for about two years now hope google gets it together with youtube music soon or that spotify decides to care about the complaints that its user have had for the past few years. Update still in a decline.,1,8,
30150,2022-04-23 12:56:01,This app is trash and only gets worse if you pair it with navigation. You can get better performance out of free YouTube.,1,2,
32291,2022-04-20 01:08:56,Music skip a lot not a good app to workout.,1,0,
21606,2022-05-16 10:33:56,Good in general but lots of bugs. Will randomly glitch and stop/start my music on and off for no reason for a few seconds and if i don't tap my screen then it'll stop completely until i do tap my screen,2,1,
61243,2022-01-07 09:28:26,"Shocking. What happened to Spotify? Okay so I can deal with a 30 second ad to have 30 minutes uninterrupted music, but what the hell is with the ""only 6 skips"" thing? That is absolutely ridiculous. Spotify 10 years ago used to be the go to place for streaming, a genuine company that didn't try to rake all the cash they could off people. Now it's just ""pay for this, pay for that"" Been around since spring 2009 but I don't feel welcome without paying. Such a shame, won't be using ever again sadly.",1,41,
7424,2022-06-23 02:39:39,The queue just doesn't work,1,1,
51733,2022-02-17 09:44:31,"Spotify has become the definition of trash. It's filled with glitches, which is especially ridiculous considering the high monthly payment. I honestly wonder if they hired 5 year olds to code this app. An example of one of the many glitches would be, my songs being shown as unplayable when I'm offline, even though I downloaded them.",1,6,
44767,2022-03-15 02:15:05,"I have been using the app for the past 2 years and it was all good but from about 2 weeks ago, the app lags a lot, crashes and is very slow. Really disappointed as you face this even with a subscription.",2,8,
4633,2022-06-29 12:44:49,Since the update it constantly crashes,1,2,
60757,2022-01-13 03:56:11,"If u want to listen to ads, then it's a perfect platform. Here, u can listen to ads peacefully without disturbances, but of course u'll face some disturbances as they play song in between the ads. This is so annoying, when I take rest I listen to ads but these songs disturb me that's why I'm giving it 1 star rating. Hope u can fix this problem in ur upcoming updates so i can listen to ads peacefully without anymore song disturbances. Thank you ❤",1,1,
45707,2022-03-10 15:55:05,"Have been using Spotify for years as a paying subscriber. Can confidently say, the program is trash. Group sessions is currently unusable. (as of V. 8.7.8) I cannot reliability join a group sessions. Instead of playing music through a connected speaker (that the host is using) it plays through my phone. With no available options to change the device. In version 8.7.8 I had to clear storage and cache every time I joined a group session, to get Spotify to play through the correct device.",1,30,
60790,2022-01-12 21:43:19,I like all the variety of music you have on here however when I make a playlist and I usually have about 40 or 50 songs on there it keeps playing the same 5 or 10 songs over and over again without playing the other songs that are on my playlist that really sucks it's no different than listening to the radio the idea was so I wouldn't have to listen to the same songs over and over again but this app plays the same music over and over again without playing every song in your playlist pointless,2,4,
25810,2022-05-04 13:30:08,"I'm quite dissapointed. I want to play my playlist but it only plays songs I haven't added! I have over 15 songs so it shouldnt be playing recommendations. There is no point in this app if I cant even play the songs I want.👎 I cant think of anything positive that makes this app stand out. Disgusting, horrible app. Would never recommend.",1,0,
44654,2022-03-15 16:01:05,I don't like how you have to subscribe to be able to select through your playlist and it plays randomly was better when you could play exactly what you clicked on instead of clicking a song and getting a random song,1,2,
23718,2022-05-10 05:59:27,100 million to joe rogen but can't fix the bugs in the app.,1,0,
31524,2022-04-21 00:34:44,"Latest update glitches. It turns off every 10 minutes, won't allow the playback screen so you can't skip. I have to force stop, even after Uninstall / reinstall. I pay for this service, already downgraded my plan, may drop entirely if this is not fixed",1,0,
60400,2022-01-16 02:09:51,the ads completely ruin it for me. it's not all that easy to use either. much easier on pc. if im desperate i would use spotify on mobile but i would much rather just go to youtube.,2,1,
13304,2022-06-09 09:58:08,5 stars if you make autoshuffle go away for premium users. a problem that many android phone users experience.,1,0,
49928,2022-02-24 15:59:46,"after i reinstall this app, i cant choose a song to play both from album and artist. it always shows up with shuffle play choice even though i have premium account. please fix this asap.",2,1,
9361,2022-06-18 17:13:01,"App works fine, but if you don't have premium it's more ads than music. Also worth noting that you can't type in a specific song and listen to it without paying for the service.",2,0,
19220,2022-05-23 13:55:52,Worst because there is no song was started nor find,1,0,
6751,2022-06-24 15:07:07,"My Episodes Folder makes this app useless offline. Every podcast I download is added to My Episode Folder, it happens automatically and it's much harder to remove than how it's added and undownloading an episode doesn't remove it. When offline I to go to downloaded podcasts in my library, but that just brings me to the My Episodes Folder, which won't load because there are undownloaded episodes in it. I can not access my downloaded episodes offline, so why have the app and pay for premium?",1,36,
3398,2022-07-02 03:13:28,Too much ads now a days. So uninstalling the app.,2,0,
16134,2022-06-01 01:56:18,"Needs to be more stable and empowering for user. Excellent and ever improving library. Absolutely terrible client software. This app pauses crashes and buffers more than it should even on locally stored files (Android). Spotify searching and exploration is great when you follow the suggestions less so when you have an idea. The discovery feature is great but it's not enough to account for the bad playback ,gui and organization. I was hesitant to use paid music streaming and now I know why.",1,10,
14778,2022-06-05 00:13:14,Suddenly your app keep on crashing. What's happening? I already uninstall and install it seversl times. I also reset my phone however it doesn't change. Still crashing,1,0,
334,2022-07-08 19:26:52,Would be great if it actually worked. I'm having issues with this app at least 50% of the time.,2,0,
41328,2022-03-30 00:49:19,"Love the app but I hate that now when it's in offline mode, my music will be unavailable until i go back into online mode. Really annoying when it randomly stops in the middle of a playlist during trips to work.",2,0,
32658,2022-04-19 13:41:15,Everything's great and a premium Spotify user for a long time but recent updates got this thing where offline playing is not working. After 2-3 days of putting it on offline mode all downloaded songs are unplayable. This sucks since my nature of work is going to different places/countries for days maybe weeks and without internet. Spotify is my #1 go to app when I'm relaxing. Please fix this,2,1,
35271,2022-04-14 23:31:59,"Was awesome for years until this last update. Can't use now playing, or the next button in my car. It randomly boots up and starts playing or shuts down. Will gladly update review when issues are fixed.",1,1,
29465,2022-04-25 02:16:20,Every update the app gets slower and lags more,1,2,
30444,2022-04-22 20:07:56,I don't like now that you can't pick the songs you want to play and you need premium to pick what song you want to play,1,0,
22757,2022-05-13 04:27:37,"The few months were actually pretty great, but then the new updates got released and it all went down hill from there. It wont play the songs you want it too, if its a playlist you cant pick whick song you want to listen too first, and the playlists have recommendeds in them! 1/10, might change the rating if it becomes better tho",1,0,
29213,2022-04-25 17:15:33,Last update killed it. So buggy and crashes almost every time. Please fix the issues,1,1,
33320,2022-04-18 06:36:35,"It plays all my favorite songs but I only rate it one star because of too much adds or advertisement, and sometimes when I'm in the mood for songs the adds are always in the way I hope you remove too much adds because it's really annoying to be honest. But still I thank you because it played all my favorite songs:)",1,0,
61541,2022-01-02 04:17:17,One star because Spotify did not fullfil it's promise to launch lossless in year 2021. One less star for Lyrics issue. The design of Lyrics layout is not good as compared to other apps. The sync of song with lyrics is not good for many songs. ⭐⭐⭐⭐ To ⭐⭐⭐⭐⭐ Because Spotify improve lyrics.. 👍,1,1,
23347,2022-05-11 06:47:26,Gave me two 20 sec advertisement and two 30 sec advertisement,1,0,
9063,2022-06-19 12:18:22,What the hell happened to Spotify? With the new update you can't even play a playlist. It plays in a random order. You click on a song in the playlist it plays a preview from a random spot in the song. What the hell is this apple music? And listening to music on here is like Pandora now. It plays stations instead of the actual song. You can't even rewind anymore. What the hell spotify?!,1,3,
39758,2022-04-06 16:26:57,"This app, in its current version, crashes on start constantly, effectively making it unusable. As a paying customer, that is unacceptable.",1,0,
25149,2022-05-06 06:33:11,Why cant i choose which song i can hear? Instead i have to listen to to totally different songs. I recommend not getting this app if you have to listen to an entire playlist to listen to one song. My playlist is like 10hrs so i cant get to a song if i wanted to. Bro this app is garbage and only good if you get premium which is a high price for just picking the music you want.,1,0,
40638,2022-04-02 05:11:44,"The local files isn’t showing, even though I’ve already turned on the local files option. Some songs stops on the midway too. Please resolve this problem.",2,0,
61178,2022-01-08 16:11:28,"The latest updates ( I have premium) seemed to have runied the experience. Cuts out , shows wrong tracks, fills up my phone both on device and SDcard memory. Have had to uninstall it from my phone. Will wait a few days then reinstall it again. Will unsubscribe with heavy heart if it has not mega improved!",2,1,
40823,2022-04-01 08:00:26,"What's wrong with spotify lately? Like I've been uninstalling and installing the app for about two days because the app won't open. My internet is good and I have enough storage and my phone works fine, so I don't know what's going on. It's kinda annoying me now. Please fix it.",2,1,
27471,2022-04-29 19:37:23,*update* after transferring to my SD card....today (2 days after) Spotify is in the process of transferring all downloads back to internal storage even though my SD card has more available space!!! Fix this issue Storage on SD card When will you fix the issue with transferring data to SD cards? Every single time I transfer storage to my SD card the app crashes. It's been like this for years now. Fix this dang issue,1,16,
59929,2022-01-19 18:53:00,Phone app gets confused when you have a tv with spotify and the shows often won't play on the TV.,1,0,
9076,2022-06-19 11:14:58,"I like spotify but I HATE that on phone version doesnt really let u skip song that u dont like, I mean u need premium and its super annoying.",2,0,
7257,2022-06-23 12:42:02,"It keeps crashing. Also, it tells me to enjoy the next 30 minutes without interruptions but then I'll hear a commercial within the next 5 minutes. Then it tells me again to enjoy the next 30 minutes without interruptions... and then... another commercial within the next 5 minutes.",2,0,
43836,2022-03-19 11:42:21,"Could someone tell me why the heck when I'm trying to play my song it would go to another song, terrible app if that's the case",1,1,
17649,2022-05-28 05:34:21,Chandwaliya song is a hectic man...stop its advertisement... hearing it for the thousand time is as hell...,1,0,
32825,2022-04-19 05:26:45,How do I listen to music offline I've tried to download podcast and it's doesn't give me what I need I need an app to listen offline using Spotify,1,0,
31972,2022-04-20 13:33:41,"The recent update just broke the app. Every other time I launch the app the player dissapears. I can select and play music, but the actual tab to show what's currently playing, the pause button etc just dissapears! I keep having to completely close down the app and relaunch",1,0,
50084,2022-02-23 23:21:51,"Podcasts are messed up. I'll hit play on episode 1 of a podcast and in the queue it will be like episode 2,3,8,22 and 48. Sometimes nothing in the queue. I have to manually tap them in and out of the queue. It's not as simple as Google podcasts is.",1,11,
40084,2022-04-04 22:07:19,"How does a company as big as Spotify not fix known bugs year after year. It boggles my mind. Why even offer offline listing as a feature if in practice the feature doesn't actually work? On a weeks long camping trip all my ""downloaded"" music stopped being available after 24 hours. Every Spotify user in my group had the same experience while apple music and YouTube music users were able to access their downloaded music the entire trip. What the actual F Spotify?",1,0,
36869,2022-04-13 11:37:19,"Good app but please pay musicians more. Edit: As of the April 2022 update, it has become a mess. The ""floating"" bottom bar that has been added barely ever works or even appears, meaning that music can't be paused or skipped or anything once music starts playing. Also the home screen widget is completely broken. Please fix this Spotify. Also still pay musicians more.",1,0,
60022,2022-01-19 07:25:21,The app great and all you get any song at the swipe of a finger but my problem is why do the keep double charging me The first time I payed for premium plan three days later they charged me again i.e I pay double the amount a month which really sucks 😞 This is the third time they doing it For now am gonna switch to free till they fix the problem If not I'm switching to other streaming service,2,2,
54364,2022-02-07 12:36:45,It would be appreciated if Spotify doesn't decided for us what podcasts we can and cannot listen to.,1,0,
15186,2022-06-03 20:57:18,Had to uninstall Spotify from my device on account of the constant repetitive commercials. Consistently hearing the same commercial THREE TIMES IN A ROW was the final straw. I'm going back to Pandora,1,0,
33617,2022-04-17 16:28:50,"The Ads are so annoying like really! Instead of playing a relaxing ads, it plays something that is just unbearable to ears making me not to use Spotify anymore. I might as well switch to apple music not gonna lie.",2,1,
36061,2022-04-14 05:58:56,"It's buggy. App stops often, the player disappears. Have had to reinstall so many times now. Pretty disappointed this being one of the biggest apps in the world",2,1,
16500,2022-05-31 01:10:50,When on playlists random songs will start playing even if I turn off auto play and turn off the ability for Spotify to add recommended song. Like I made a playlist with my songs to listen to not to get other random ones,2,0,
